under18_rate,moe_under18_rate,over65_rate,moe_over65,lep_rate,moe_lep_rate,pct_hh_rent_burd,moe_hh_rent_burd,poverty_rate,pct_bach_deg,moe_bach_deg,unemployment,moe_unemployment,mean_commute,moe_mean_commute,pct_clean_strts,crime_count,crime_per_1000
20.8,0.1,14.5,0.1,22.5,0.1,43.2,0.3,19.7,82.2,0.1,4,0.1,41.5,0.1,95.0,92480,11.0
